-24,-25,35
-24,-24,34
-23,-25,34
-23,-25,34
-23,-26,35
-20,-23,30
-23,-26,35
-21,-25,33
-22,-26,34
-22,-28,35
-21,-27,35
-20,-26,33
-20,-27,34
-20,-28,34
-20,-28,34
-20,-29,35
-19,-28,34
-18,-28,33
-18,-28,33
-17,-27,32
-17,-29,34
-17,-29,34
-16,-29,33
-16,-29,33
-16,-29,33
-15,-28,32
-14,-28,31
-16,-32,35
-15,-31,34
-14,-30,33
-14,-31,34
-12,-28,30
-13,-31,34
-13,-32,34
-12,-32,34
-11,-29,31
-11,-31,33
-11,-33,35
-10,-30,32
-10,-30,32
-10,-32,34
-9,-32,33
-9,-34,35
-8,-32,33
-8,-32,33
-8,-33,34
-7,-33,34
-7,-33,33
-7,-33,34
-6,-33,34
-6,-34,35
-6,-36,36
-5,-36,37
-5,-35,35
-4,-35,35
-4,-35,35
-3,-35,35
-3,-34,34
-2,-34,34
-2,-35,35
-2,-35,35
-1,-36,36
-1,-35,35
-0,-35,35
0,-35,35
0,-39,37
-0,-35,33
-1,-37,35
-1,-38,36
-2,-35,33
-2,-38,36
-3,-35,34
-3,-36,34
-3,-35,33
-4,-35,33
-4,-35,33
-5,-36,34
-5,-32,31
-6,-34,33
-6,-32,31
-6,-32,31
-7,-34,33
-7,-31,30
-7,-31,30
-7,-31,30
-8,-34,33
-8,-30,30
-9,-31,31
-9,-33,32
-9,-30,30
-10,-30,30
-10,-30,30
-11,-31,31
-10,-29,30
-11,-29,30
-12,-30,31
-12,-29,30
-12,-28,29
-13,-29,30
-13,-28,30
-13,-28,30
-13,-27,29
-14,-28,30
-14,-28,30
-15,-28,30
-15,-28,30
-15,-27,30
-15,-27,30
-16,-28,30
-15,-25,28
-16,-27,30
-17,-27,30
-17,-27,30
-17,-26,30
-18,-26,30
-19,-27,31
-18,-25,30
-18,-24,29
-20,-26,31
-21,-27,33
-20,-25,31
-20,-25,30
-20,-24,30
-21,-24,30
-21,-23,30
-23,-25,32
-22,-23,30
-22,-23,30
-23,-23,31
-23,-23,31
-23,-23,30
-23,-23,30
-24,-25,32
-22,-24,30
-22,-24,30
-22,-25,31
-22,-25,31
-21,-25,30
-20,-25,30
-20,-25,30
-19,-25,29
-21,-27,32
-19,-26,30
-18,-26,29
-20,-28,32
-18,-26,29
-18,-27,30
-17,-26,29
-17,-27,30
-17,-28,31
-17,-28,31
-17,-28,31
-16,-27,29
-17,-31,33
-16,-29,31
-14,-27,29
-15,-31,32
-14,-29,30
-13,-28,29
-12,-27,27
-13,-30,31
-12,-29,29
-12,-28,29
-11,-27,27
-11,-29,29
-11,-30,30
-12,-32,32
-10,-30,29
-10,-30,29
-9,-29,29
-9,-31,30
-9,-30,29
-9,-31,30
-8,-32,31
-8,-31,29
-7,-31,29
-7,-31,29
-6,-30,29
-6,-32,30
-6,-31,29
-6,-32,30
-5,-30,29
-5,-33,31
-4,-33,31
-4,-34,32
-4,-34,32
-3,-32,30
-3,-35,33
-2,-33,31
-2,-33,31
-2,-32,30
-1,-29,27
-1,-33,31
-0,-35,33
0,-34,32
0,-34,30
-0,-35,31
-1,-35,31
-1,-34,30
-2,-35,31
-2,-34,30
-3,-36,32
-3,-36,32
-4,-37,32
-4,-34,30
-4,-33,30
-5,-33,30
-5,-33,29
-5,-31,28
-6,-32,28
-6,-33,30
-6,-32,28
-7,-31,28
-7,-31,28
-8,-32,29
-8,-31,28
-8,-32,29
-9,-34,31
-9,-32,30
-9,-31,28
-10,-30,28
-10,-30,28
-11,-31,29
-11,-30,28
-11,-30,28
-12,-30,28
-12,-29,28
-12,-29,28
-12,-28,26
-12,-27,26
-12,-27,26
-14,-29,28
-14,-28,28
-14,-28,28
-15,-29,28
-14,-26,26
-16,-29,29
-14,-25,26
-16,-28,28
-15,-26,26
-16,-26,26
-18,-28,29
-18,-28,29
-18,-27,28
-18,-27,28
-19,-26,28
-20,-27,30
-21,-28,31
-20,-26,29
-21,-27,30
-21,-26,29
-22,-27,31
-21,-25,29
-22,-26,30
-22,-25,30
-22,-24,29
-24,-26,32
-24,-26,31
-23,-24,29
-24,-24,30
-24,-24,29
-23,-23,28
-25,-26,31
-23,-24,29
-20,-22,26
-22,-24,28
-20,-23,26
-22,-26,29
-22,-26,29
-21,-26,29
-20,-26,29
-20,-27,29
-19,-26,27
-19,-26,28
-20,-28,29
-19,-27,29
-17,-25,26
-18,-28,29
-17,-27,27
-17,-28,29
-17,-28,28
-16,-27,27
-15,-26,26
-16,-30,29
-15,-28,27
-15,-30,29
-14,-27,26
-14,-29,28
-14,-29,28
-13,-29,27
-12,-28,26
-12,-28,26
-12,-30,28
-12,-30,27
-12,-30,28
-11,-30,27
-11,-31,28
-10,-30,27
-10,-32,29
-9,-29,26
-9,-29,26
-8,-29,26
-8,-28,25
-8,-31,27
-8,-32,28
-7,-31,27
-7,-33,29
-7,-32,28
-6,-29,25
-6,-31,27
-6,-33,29
-5,-28,25
-5,-31,27
-5,-34,29
-4,-33,29
-4,-32,28
-3,-32,28
-3,-33,29
-3,-34,29
-2,-33,29
-2,-33,29
-1,-33,29
-1,-36,31
-0,-33,29
0,-34,29
0,-37,30
-0,-37,30
-1,-36,30
-1,-36,30
-2,-34,28
-2,-35,29
-3,-34,28
-3,-35,29
-3,-32,27
-4,-34,28
-4,-34,28
-4,-33,27
-5,-32,27
-5,-34,28
-5,-30,25
-6,-33,27
-6,-32,27
-7,-33,27
-7,-32,27
-8,-33,28
-8,-32,27
-9,-33,28
-9,-31,27
-8,-29,25
-8,-27,23
-10,-31,27
-10,-29,25
-11,-31,27
-10,-28,25
-11,-29,25
-11,-29,25
-11,-29,25
-12,-29,25
-12,-28,25
-13,-28,25
-12,-27,24
-14,-29,27
-14,-28,25
-14,-27,25
-14,-27,25
-15,-29,27
-15,-27,25
-15,-27,25
-17,-29,27
-17,-28,27
-17,-28,27
-17,-26,25
-18,-27,27
-17,-26,25
-19,-27,27
-19,-27,27
-19,-27,27
-20,-27,28
-21,-27,28
-18,-23,24
-22,-27,29
-21,-25,27
-21,-25,27
-20,-23,25
-22,-25,27
-23,-25,28
-22,-24,27
-23,-24,27
-24,-25,29
-24,-24,28
-24,-24,27
-23,-23,26
-23,-24,26
-22,-24,26
-23,-25,27
-23,-26,27
-22,-25,27
-23,-27,28
-23,-28,29
-20,-24,25
-21,-27,27
-20,-26,26
-19,-25,25
-19,-27,26
-18,-26,25
-19,-28,27
-19,-28,27
-17,-26,25
-18,-29,27
-16,-25,24
-17,-28,26
-16,-27,25
-16,-29,26
-15,-27,25
-16,-30,27
-14,-27,24
-14,-27,24
-13,-27,24
-13,-27,24
-14,-30,26
-13,-30,26
-13,-30,26
-12,-29,25
-12,-31,27
-12,-31,26
-11,-29,25
-11,-32,27
-10,-29,24
-10,-31,26
-10,-31,26
-9,-29,24
-8,-29,24
-9,-32,26
-8,-30,25
-8,-30,25
-8,-32,26
-7,-30,24
-6,-30,24
-6,-32,26
-6,-32,26
-6,-32,26
-5,-32,26
-5,-34,27
-4,-31,25
-4,-33,26
-4,-33,26
-3,-33,27
-3,-33,26
-3,-35,28
-2,-34,27
-2,-35,28
-1,-37,30
-1,-34,27
-0,-33,26
0,-35,28
0,-38,29
-0,-35,27
-1,-38,29
-1,-34,26
-2,-38,29
-2,-33,25
-3,-36,27
-3,-37,28
-3,-35,27
-4,-34,26
-4,-33,25
-4,-32,24
-5,-33,25
-5,-33,25
-6,-33,25
-6,-34,27
-6,-30,23
-7,-33,26
-7,-33,25
-8,-33,25
-8,-31,24
-9,-32,25
-8,-30,24
-9,-31,24
-9,-30,24
-9,-30,24
-10,-32,25
-10,-30,24
-10,-28,22
-11,-29,24
-11,-29,24
-12,-31,25
-13,-31,25
-13,-29,24
-13,-28,24
-14,-31,26
-14,-30,25
-14,-28,24
-14,-27,23
-14,-27,23
-16,-29,25
-15,-26,23
-16,-28,24
-16,-28,24
-16,-27,24
-16,-26,24
-18,-29,26
-16,-25,23
-17,-26,24
-19,-28,25
-18,-26,24
-19,-26,24
-20,-27,26
-19,-25,24
-20,-25,24
-20,-25,24
-20,-24,24
-20,-24,24
-21,-24,24
-21,-24,24
-22,-25,25
-23,-24,25
-21,-22,24
-22,-23,24
-24,-24,25
-22,-22,23
-22,-23,24
-22,-23,24
-22,-24,24
-22,-24,24
-20,-23,23
-22,-26,25
-22,-26,25
-21,-26,25
-20,-24,23
-21,-27,26
-20,-27,25
-19,-26,24
-19,-26,24
-18,-26,23
-18,-26,24
-18,-27,24
-17,-26,23
-16,-26,23
-16,-27,23
-17,-28,24
-16,-27,23
-16,-28,24
-15,-27,23
-14,-27,23
-14,-27,23
-14,-29,24
-15,-30,25
-15,-31,26
-13,-28,23
-13,-29,23
-13,-31,25
-12,-29,23
-11,-28,23
-11,-28,22
-11,-29,23
-11,-30,24
-10,-30,24
-10,-30,23
-9,-29,23
-9,-29,23
-9,-30,23
-8,-30,23
-8,-31,24
-8,-33,25
-7,-31,24
-7,-30,23
-6,-31,23
-6,-31,23
-6,-31,23
-6,-33,25
-5,-33,25
-5,-33,25
-4,-32,24
-4,-33,25
-4,-32,24
-3,-34,26
-3,-35,26
-2,-34,25
-2,-34,26
-1,-30,23
-1,-35,26
-1,-35,26
-0,-35,26
0,-35,26
0,-38,27
-0,-36,25
-1,-35,25
-1,-36,25
-2,-34,24
-2,-37,26
-2,-33,23
-3,-30,21
-3,-33,23
-4,-33,23
-4,-32,22
-5,-35,25
-5,-32,23
-5,-31,22
-6,-32,23
-6,-31,22
-7,-34,25
-7,-34,24
-7,-31,22
-7,-31,22
-8,-33,24
-8,-32,23
-9,-33,24
-9,-30,22
-9,-30,22
-9,-30,22
-10,-30,22
-10,-30,22
-10,-28,21
-11,-28,21
-11,-30,22
-12,-29,22
-12,-29,22
-13,-29,22
-13,-29,22
-13,-28,21
-15,-31,24
-14,-29,23
-15,-31,24
-14,-28,22
-15,-28,22
-17,-30,24
-15,-27,22
-16,-28,23
-16,-27,22
-17,-27,22
-17,-26,22
-17,-26,22
-18,-27,23
-18,-26,22
-19,-27,23
-19,-26,22
-20,-28,24
-20,-26,23
-20,-25,22
-22,-27,25
-20,-25,22
-21,-25,23
-21,-25,23
-23,-26,24
-23,-25,24
-23,-25,24
-24,-25,25
-24,-25,24
-23,-23,22
-23,-23,22
-24,-25,24
-24,-26,24
-24,-25,24
-24,-26,24
-23,-27,24
-21,-24,22
-21,-25,23
-22,-27,24
-22,-27,24
-20,-25,22
-20,-26,23
-19,-26,22
-19,-27,23
-19,-27,23
-19,-27,23
-18,-27,23
-18,-27,22
-19,-29,24
-17,-28,23
-18,-30,24
-17,-28,23
-17,-31,24
-15,-27,21
-16,-31,24
-15,-29,22
-15,-29,23
-14,-28,21
-13,-28,21
-13,-29,22
-13,-29,21
-13,-30,22
-14,-33,24
-12,-30,22
-11,-29,21
-11,-30,22
-11,-30,22
-11,-31,23
-10,-30,21
-10,-31,22
-10,-32,23
-9,-31,22
-9,-31,22
-7,-28,20
-8,-32,23
-8,-32,23
-7,-31,22
-7,-32,23
-6,-32,22
-6,-32,23
-6,-35,24
-5,-33,23
-5,-31,21
-4,-33,23
-4,-34,24
-4,-32,22
-3,-34,24
-3,-33,23
-3,-35,24
-2,-37,25
-2,-35,24
-1,-35,24
-1,-35,24
-0,-35,24
0,-39,27
0,-36,23
-0,-37,24
-1,-36,23
-1,-36,23
-2,-35,23
-2,-36,23
-3,-35,23
-3,-36,23
-3,-33,22
-4,-36,23
-4,-35,23
-5,-36,23
-5,-35,23
-5,-33,22
-6,-33,22
-6,-33,22
