0,-0,172
0,-0,172
0,-0,172
0,-0,171
0,-0,172
0,-0,172
0,-0,172
0,-0,171
0,-0,171
0,-0,172
0,-0,173
0,-0,172
0,-0,172
0,-0,172
0,-0,173
0,-0,173
0,-0,172
0,-0,173
0,-0,172
0,-0,172
0,-0,172
0,-0,172
0,-0,173
0,-0,173
0,-0,173
0,-0,172
0,-0,172
0,-0,173
0,-0,172
0,-0,172
0,-0,173
0,-0,173
0,-0,173
0,-0,174
0,-0,174
0,-0,173
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,173
0,-0,173
0,-0,174
0,-0,173
0,-0,174
0,-0,175
0,-0,174
0,-0,174
0,-0,174
0,-0,174
0,-0,175
0,-0,174
0,-0,174
0,-0,175
0,-0,174
0,-0,174
0,-0,174
0,-0,175
0,-0,174
2,-0,174
2,-0,174
2,-0,174
2,-0,174
2,-0,175
2,-0,174
2,-0,173
2,-0,174
2,-0,173
2,-0,172
2,-0,173
2,-0,173
2,-0,173
2,-0,173
2,-0,174
2,-0,173
2,-0,173
2,-0,174
2,-0,173
2,-0,173
2,-1,173
2,-1,174
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,174
2,-1,174
2,-1,173
2,-1,173
2,-1,174
2,-1,174
2,-1,173
2,-1,174
2,-1,173
2,-1,174
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,174
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,174
2,-1,174
2,-1,174
2,-1,173
2,-1,173
2,-1,173
2,-1,174
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-1,173
2,-2,174
3,-3,173
3,-3,173
3,-3,174
3,-3,173
3,-3,174
3,-3,174
3,-3,173
3,-3,173
3,-3,173
3,-3,173
3,-3,173
3,-3,173
3,-3,174
3,-2,173
3,-2,173
4,-2,173
4,-2,173
4,-2,174
4,-2,173
4,-2,173
4,-2,174
4,-2,173
4,-2,173
4,-2,173
4,-2,174
4,-2,174
4,-2,173
4,-2,173
4,-2,173
4,-2,173
4,-2,174
4,-2,174
4,-2,174
4,-2,173
4,-2,173
4,-1,173
4,-1,173
4,-1,173
4,-1,172
4,-1,172
4,-1,173
4,-1,172
4,-1,172
4,-1,172
4,-1,172
4,-1,173
4,-1,173
4,-1,172
4,-1,172
4,-1,173
4,-1,172
4,-1,172
4,-1,172
4,-1,172
4,-1,173
4,-0,172
4,-0,172
4,-0,173
4,-0,173
4,-0,173
4,-0,174
4,-0,173
4,-0,174
4,-0,173
4,-0,174
6,-0,173
6,-0,173
6,-0,173
6,-0,172
6,-0,173
6,-0,172
6,-0,173
6,-1,172
6,-1,173
6,-1,172
6,-1,172
6,-1,172
6,-1,172
6,-1,173
6,-1,174
6,-1,173
6,-1,174
6,-1,173
6,-1,173
6,-1,173
6,-2,174
6,-2,173
6,-2,173
6,-2,174
6,-2,173
6,-2,173
6,-2,173
6,-2,173
6,-2,173
6,-2,173
6,-2,174
6,-2,173
6,-2,173
6,-3,174
6,-3,173
6,-3,175
6,-3,174
6,-3,173
6,-3,174
6,-3,173
6,-3,173
6,-3,173
6,-3,173
6,-3,173
5,-3,173
5,-3,174
5,-3,173
5,-3,173
5,-4,173
5,-4,174
5,-4,173
5,-4,174
5,-4,173
5,-4,173
5,-4,174
5,-4,173
5,-4,174
5,-4,173
5,-4,174
5,-4,174
5,-4,173
5,-4,173
5,-4,173
5,-4,174
5,-5,174
6,-6,174
6,-6,173
6,-6,174
6,-6,173
6,-6,174
6,-6,173
6,-6,173
6,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-5,173
7,-4,173
7,-4,173
7,-4,173
7,-4,174
7,-4,174
7,-4,173
8,-4,173
8,-4,173
8,-4,173
8,-4,173
8,-4,173
8,-3,173
8,-3,173
8,-3,174
8,-3,174
8,-3,174
8,-3,173
8,-3,173
8,-3,174
8,-3,173
8,-3,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-2,173
8,-1,173
8,-1,173
8,-1,173
8,-1,173
8,-1,173
8,-1,173
8,-1,174
9,-1,174
8,-1,173
8,-1,173
9,-0,174
9,-0,174
8,-0,173
8,-0,173
8,-0,173
11,-0,173
11,-0,173
11,-0,173
11,-0,173
11,-1,173
11,-1,173
11,-1,173
11,-1,173
11,-1,173
11,-1,173
11,-1,174
11,-1,173
11,-2,174
10,-2,173
10,-2,173
10,-2,173
10,-2,173
10,-2,174
10,-2,174
10,-2,174
10,-3,173
10,-3,173
10,-3,173
10,-3,173
10,-3,174
10,-3,174
10,-3,174
10,-3,174
10,-4,173
10,-4,173
10,-4,173
10,-4,174
10,-4,174
10,-4,173
10,-4,173
10,-4,173
10,-5,174
10,-5,173
9,-5,173
9,-5,173
9,-5,174
9,-5,174
9,-5,174
9,-5,174
9,-5,174
9,-6,173
9,-6,174
9,-6,174
9,-6,173
9,-6,173
9,-6,174
9,-6,174
9,-6,174
8,-6,174
8,-7,174
8,-7,174
8,-7,173
8,-7,173
8,-7,174
8,-7,174
8,-7,173
8,-7,174
8,-7,173
8,-7,173
8,-8,174
9,-9,174
9,-9,174
9,-9,174
9,-9,174
9,-9,174
10,-8,174
10,-8,174
10,-8,174
10,-8,175
10,-8,174
10,-8,174
10,-8,174
10,-8,175
10,-7,173
10,-7,174
11,-7,174
11,-7,173
11,-7,174
11,-7,174
11,-7,174
11,-7,173
11,-6,174
11,-6,174
11,-6,174
11,-6,173
11,-6,174
11,-6,173
12,-6,174
12,-5,174
12,-5,174
12,-5,173
12,-5,173
12,-5,173
12,-5,173
12,-5,172
12,-4,172
12,-4,173
12,-4,173
12,-4,173
12,-4,172
12,-4,172
12,-4,173
12,-3,173
12,-3,173
12,-3,173
12,-3,172
12,-3,173
12,-3,172
12,-2,172
12,-2,172
12,-2,172
13,-2,173
13,-2,173
13,-2,173
13,-2,173
13,-1,173
13,-1,174
13,-1,173
13,-1,172
13,-1,173
13,-1,173
13,-0,172
13,-0,172
13,-0,173
13,-0,172
15,-0,172
15,-0,172
15,-0,172
15,-1,172
15,-1,172
15,-1,172
15,-1,173
15,-1,173
15,-1,173
15,-2,173
15,-2,173
15,-2,173
15,-2,173
15,-2,172
15,-3,173
15,-3,173
15,-3,173
15,-3,173
15,-3,174
14,-3,172
14,-4,173
14,-4,173
14,-4,173
14,-4,173
14,-4,173
14,-5,173
14,-5,173
14,-5,172
14,-5,172
14,-5,173
14,-5,173
14,-6,173
14,-6,172
14,-6,173
14,-6,173
13,-6,172
13,-6,173
13,-7,173
13,-7,173
13,-7,172
13,-7,173
13,-7,173
13,-7,173
13,-7,172
13,-8,172
13,-8,173
13,-8,173
13,-8,173
12,-8,172
12,-8,172
12,-9,173
12,-9,173
12,-9,173
12,-9,174
12,-9,173
12,-9,172
12,-9,173
11,-10,173
11,-10,173
11,-10,173
11,-10,173
11,-10,173
11,-10,173
11,-10,173
11,-11,173
12,-12,173
12,-12,173
12,-12,174
12,-12,173
13,-11,173
13,-11,173
13,-11,173
13,-11,173
13,-11,173
13,-11,173
13,-10,173
14,-10,173
14,-10,173
14,-10,172
14,-10,173
14,-10,173
14,-9,172
14,-9,173
14,-9,172
15,-9,173
15,-9,173
15,-9,173
15,-8,173
15,-8,173
15,-8,174
15,-8,174
15,-8,173
15,-7,173
15,-7,173
15,-7,172
16,-7,173
16,-7,173
16,-7,173
16,-6,173
16,-6,173
16,-6,172
16,-6,173
16,-6,173
16,-5,173
16,-5,174
16,-5,173
16,-5,173
16,-5,173
16,-4,172
17,-4,173
17,-4,173
17,-4,174
17,-4,173
17,-3,173
17,-3,174
17,-3,172
17,-3,173
17,-3,173
17,-2,173
17,-2,174
17,-2,173
17,-2,173
17,-1,173
17,-1,173
17,-1,173
17,-1,173
17,-1,173
17,-0,173
17,-0,173
17,-0,174
19,-0,173
19,-0,173
19,-0,173
19,-1,173
19,-1,173
19,-1,173
19,-1,173
19,-2,173
19,-2,173
19,-2,173
19,-2,173
19,-3,173
19,-3,173
19,-3,174
19,-3,174
19,-4,173
